Tweet,Emotion
yo this overtime in hockey got me sweaty goddamn this ish exhilarating, joy
yo this overtime in hockey got me sweaty shit this ish exhilarating, joy
yo this overtime in hockey got me sweaty damned this ish exhilarating, joy
when your body say fuck you bitch you ain sleeping sleep cantsleep drained restless, fear
when your body say fuck you cunt you ain sleeping sleep cantsleep drained restless, fear
when your body say fuck you bitch you ain sleeping sleep cantsleep drained unsatisfied, fear
when your body say fuck you bitch you ain sleeping sleep cantsleep drained uneasy, fear
zavvi zavvihelp only offering moth warranty pspro shocking truth ripoff, fear
rockin to bob dylan singin bob dylan th dream on lpco klassic rock classicrock klassicrock rocknroll blue onlineradio, sadness
rockin to bob dylan singin bob dylan th dreaming on lpco klassic rock classicrock klassicrock rocknroll blue onlineradio, sadness
rockin to bob dylan singin bob dylan th daydream on lpco klassic rock classicrock klassicrock rocknroll blue onlineradio, sadness
ostinong yuuuhh plus clin ep and prevmed ugghhh hahaha bitter, anger
i got short fuse when im sober, sadness
dark dense and exhilarating come the finale hellorhighwater is gripping watch, joy
dark-skinned dense and exhilarating come the finale hellorhighwater is gripping watch, joy
bravehermione_ and give it to hear please can tell you anything if you want to listen maybe you re dont afraid anymore of me, fear
another on the board we just cannot match up on paper with these team at the moment and it showing on the field onto denver, anger
canadatrumpnow donlemon he ha bad temperament tantrum hissyfits, anger
canadatrumpnow donlemon he ha bad temperament conniption hissyfits, anger
season of penny dreadful is on netflix well my afternoon is filled, fear
season of penny horrific is on netflix well my afternoon is filled, fear
season of penny awful is on netflix well my afternoon is filled, fear
season of penny horrendous is on netflix well my afternoon is filled, fear
season of penny terrible is on netflix well my afternoon is filled, fear
season of penny atrocious is on netflix well my afternoon is filled, fear
there always that one song which make you turn of the radio a you rather sit in silence awful, fear
there always that one song which make you turn of the radio a you rather sit in silence terrible, fear
there always that one song which make you turn of the radio a you rather sit in silence dreadful, fear
there always that one song which make you turn of the radio a you rather sit in silence horrendous, fear
there always that one song which make you turn of the radio a you rather sit in silence atrocious, fear
there always that one song which make you turn of the radio a you rather sit in silence terribly, fear
marcus roho is dreadful, sadness
marcus roho is horrific, sadness
marcus roho is awful, sadness
marcus roho is horrendous, sadness
marcus roho is terrible, sadness
marcus roho is atrocious, sadness
someone explain female human being to me they re depressing me _, sadness
someone explain female human being to me they re cheerless me _, sadness
some of the casuals tweet that vic ha faved are making me gag bitter, anger
been waiting all week for this game cheer friday, joy
been wait all week for this game cheer friday, joy
been await all week for this game cheer friday, joy
been waiting all week for this game cheer Fri, joy
harry_styles you re the smile to my face and the beat to my heart thanks for being kind a much a you can be mind following me, joy
harry_styles you re the grin to my face and the beat to my heart thanks for being kind a much a you can be mind following me, joy
harry_styles you re the grinning to my face and the beat to my heart thanks for being kind a much a you can be mind following me, joy
harry_styles you re the smiling to my face and the beat to my heart thanks for being kind a much a you can be mind following me, joy
harry_styles you re the smile to my face and the beat to my heart thanks for being sort a much a you can be mind following me, joy
markdice agreed so tired of this nonsense soros must be elated, joy
markdice agreed so tired of this nonsensical soros must be elated, joy
markdice agreed so tired of this nonsense soros must be jubilant, joy
i love when pinksaltwarrior angry tweet bc it make me laugh but also hate it bc it make me miss her more, anger
i love when pinksaltwarrior furious tweet bc it make me laugh but also hate it bc it make me miss her more, anger
i love when pinksaltwarrior angry tweet bc it make me laughter but also hate it bc it make me miss her more, anger
i love when pinksaltwarrior angry tweet bc it make me joke but also hate it bc it make me miss her more, anger
every time new anthony weiner revelation break bill clinton say prayer of thanks that texting dming didn exist in his heyday, joy
every time new anthony weiner revelation break-dance bill clinton say prayer of thanks that texting dming didn exist in his heyday, joy
